,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Protein_ID,Annotation,Dcor_Gene,padj
9488,340.825747,-0.860824268,0.718869381,-1.197469652,0.231123549,0.540194892,Hol_evm.model.scaffold15114.17,ADRBK2,NA,0.540194892
9834,234.4352472,0.742268375,0.619943133,1.197316876,0.231183069,0.540194892,Hol_evm.model.scaffold15651.3,Ankyrin repeat domain-containing protein 50,Dcor_evm.model.hic_scaffold_2_pilon.189,0.540194892
4219,307.5883978,-0.718422272,0.600166154,-1.197038965,0.231291368,0.540335799,Hol_evm.model.scaffold05695.1,Breakpoint cluster region protein,Dcor_evm.model.hic_scaffold_6_pilon.1043,0.540335799
4005,439.2933904,0.909382804,0.759904233,1.196707117,0.231420732,0.540525851,Hol_evm.model.scaffold05437.2,RNA helicase aquarius,Dcor_evm.model.hic_scaffold_9_pilon.1627,0.540525851
10657,653.7737586,0.821559269,0.686882337,1.196069871,0.231669294,0.540994173,Hol_evm.model.scaffold17382.4,MIP18 family protein galla-1 ,Dcor_evm.model.hic_scaffold_9_pilon.843,0.540994173
5355,1212.797289,0.707501432,0.591695754,1.195718286,0.231806513,0.541202348,Hol_evm.model.scaffold07783.15,E3 ubiquitin-protein ligase TRIP12,Dcor_evm.model.hic_scaffold_4_pilon.29,0.541202348
42,261.0389509,-0.728075658,0.609131519,-1.195268404,0.23198218,0.541206799,Hol_evm.model.scaffold00034.50,"Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",Dcor_evm.model.hic_scaffold_8_pilon.270,0.541206799
2777,37.83738379,-1.310291452,1.096127144,-1.195382724,0.231937532,0.541206799,Hol_evm.model.scaffold03786.2,NA,NA,0.541206799
3590,20.91443614,1.208939524,1.011253519,1.195486098,0.231897164,0.541206799,Hol_evm.model.scaffold04857.3,PREDICTED: uncharacterized protein LOC108565821,Dcor_evm.model.hic_scaffold_15_pilon.101,0.541206799
9673,594.4830931,-0.762065877,0.637659794,-1.195097894,0.232048785,0.541206799,Hol_evm.model.scaffold15305.3,Protein odr-4 homolog,Dcor_evm.model.hic_scaffold_7_pilon.734,0.541206799
9847,940.5670747,0.668575131,0.559391969,1.195181854,0.232015987,0.541206799,Hol_evm.model.scaffold15675.3,NA,NA,0.541206799
3817,929.8632302,-0.829227345,0.694114902,-1.194654289,0.232222129,0.541437737,Hol_evm.model.scaffold05193.9,"Asparagine--tRNA ligase, cytoplasmic ",Dcor_evm.model.hic_scaffold_4_pilon.413,0.541437737
7256,143.5628506,0.908205014,0.760338021,1.194475336,0.232292083,0.541437737,Hol_evm.model.scaffold11058.3,cuticular protein analogous to peritrophins 1-D precursor,Dcor_evm.model.hic_scaffold_9_pilon.948,0.541437737
7983,937.9276,0.680873589,0.569977286,1.194562671,0.232257941,0.541437737,Hol_evm.model.scaffold12035.2,"DNA polymerase subunit gamma-2, mitochondrial",Dcor_evm.model.hic_scaffold_1_pilon.498,0.541437737
6474,24.02423806,-1.91582855,1.604092489,-1.194337959,0.232345795,0.54145083,Hol_evm.model.scaffold09516.1,NA,NA,0.54145083
6837,31.80935798,1.546510011,1.295052357,1.194167945,0.232412279,0.541493676,Hol_evm.model.scaffold10160.5,-,NA,0.541493676
10844,37.97140647,-1.229823813,1.030097625,-1.193890543,0.232520787,0.541634394,Hol_evm.model.scaffold17796.4,NA,NA,0.541634394
2788,272.9988687,0.777573282,0.651426215,1.193647514,0.23261588,0.541743809,Hol_evm.model.scaffold03795.4,UDP-N-acetylglucosamine transferase subunit ALG13 homolog,Dcor_evm.model.hic_scaffold_10_pilon.850,0.541743809
1850,41.35666995,-1.081253202,0.906057439,-1.193360548,0.232728199,0.541868766,Hol_evm.model.scaffold02444.3,PREDICTED: cuticle protein 2-like,Dcor_evm.model.hic_scaffold_7_pilon.477,0.541868766
3039,354.0810136,-0.981167951,0.822424641,-1.193018669,0.232862062,0.541868766,Hol_evm.model.scaffold04110.2,Cyclic AMP-responsive element-binding protein 1,Dcor_evm.model.hic_scaffold_3_pilon.427,0.541868766
4212,2199.12415,-0.696392423,0.58372024,-1.193024287,0.232859861,0.541868766,Hol_evm.model.scaffold05685.41,Secretory carrier-associated membrane protein 1,Dcor_evm.model.hic_scaffold_8_pilon.776,0.541868766
6947,19.43349364,1.229851133,1.03084247,1.193054389,0.232848073,0.541868766,Hol_evm.model.scaffold10425.2,NA,NA,0.541868766
11030,175.0517351,0.84518331,0.708550571,1.192834138,0.232934337,0.541924937,Hol_evm.model.scaffold18059.1,MCMBP,NA,0.541924937
9989,1431.386485,-0.742925513,0.622945871,-1.192600429,0.233025898,0.542025941,Hol_evm.model.scaffold15898.10,Autophagy-related protein 13 homolog,Dcor_evm.model.hic_scaffold_6_pilon.86,0.542025941
498,14.30182659,1.591776053,1.335181927,1.192179149,0.233191008,0.542285763,Hol_evm.model.scaffold00622.1,NA,NA,0.542285763
9364,1249.985702,0.636339801,0.533810925,1.192069647,0.233233937,0.542285763,Hol_evm.model.scaffold14841.3,Fatty acid-binding protein,Dcor_evm.model.hic_scaffold_9_pilon.1199,0.542285763
3144,535.1921797,0.647289728,0.543106882,1.19182752,0.233328883,0.542394499,Hol_evm.model.scaffold04225.8,NA,NA,0.542394499
645,17.21499371,1.378319855,1.156796197,1.191497568,0.233458311,0.542583333,Hol_evm.model.scaffold00840.7,NA,NA,0.542583333
2467,1000.109097,-0.657352831,0.552107015,-1.190625754,0.233800536,0.542608749,Hol_evm.model.scaffold03359.1,NA,NA,0.542608749
2816,211.0252956,1.109388485,0.931741371,1.1906614,0.233786537,0.542608749,Hol_evm.model.scaffold03834.6,uncharacterized protein LOC108733819 isoform X1,Dcor_evm.model.hic_scaffold_8_pilon.188,0.542608749
4376,163.2440708,-0.819363556,0.688055072,-1.190840079,0.233716372,0.542608749,Hol_evm.model.scaffold05946.1,Cytospin-A,Dcor_evm.model.hic_scaffold_21_pilon.52,0.542608749
4696,533.4605026,-0.850601515,0.714645756,-1.190242171,0.233951223,0.542608749,Hol_evm.model.scaffold06530.1,Spermine oxidase,Dcor_evm.model.hic_scaffold_64_pilon.41,0.542608749
7472,301.3950499,-0.999669998,0.839516509,-1.190768719,0.233744392,0.542608749,Hol_evm.model.scaffold11351.5,PREDICTED: uncharacterized protein LOC108569309,Dcor_evm.model.hic_scaffold_6_pilon.195,0.542608749
8388,326.5147188,0.901204999,0.756717719,1.19093947,0.233677348,0.542608749,Hol_evm.model.scaffold12718.4,U1 small nuclear ribonucleoprotein A,Dcor_evm.model.hic_scaffold_6_pilon.1546,0.542608749
8460,866.5136865,-0.770147363,0.646678171,-1.190928344,0.233681716,0.542608749,Hol_evm.model.scaffold12841.4,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial",Dcor_evm.model.hic_scaffold_2_pilon.542,0.542608749
9524,78.86693459,-1.160255252,0.974764334,-1.19029309,0.233931216,0.542608749,Hol_evm.model.scaffold15150.7,PIGC,NA,0.542608749
9976,114.0941984,0.857678768,0.720494548,1.190402856,0.233888091,0.542608749,Hol_evm.model.scaffold15894.9,NA,NA,0.542608749
10332,70.32953788,0.878241569,0.737711533,1.190494562,0.233852066,0.542608749,Hol_evm.model.scaffold16676.1,Zbed6,NA,0.542608749
4706,479.6117635,0.7014668,0.58946529,1.190005268,0.234044321,0.542712867,Hol_evm.model.scaffold06530.13,Motile sperm domain-containing protein 1,Dcor_evm.model.hic_scaffold_6_pilon.1379,0.542712867
7604,16.36955284,-1.655443824,1.391612038,-1.189587168,0.234208692,0.542982177,Hol_evm.model.scaffold11546.1,NA,NA,0.542982177
999,16.44975816,-1.499602631,1.261180111,-1.189047162,0.234421109,0.543362743,Hol_evm.model.scaffold01306.4,NA,NA,0.543362743
2791,2323.029071,-0.759781439,0.639138507,-1.188758666,0.234534648,0.543514011,Hol_evm.model.scaffold03795.7,Protein toll,Dcor_evm.model.hic_scaffold_10_pilon.1157,0.543514011
3099,338.0510907,-0.762920424,0.642143088,-1.188084772,0.234800013,0.543796558,Hol_evm.model.scaffold04190.1,RING finger and SPRY domain-containing protein 1,Dcor_evm.model.hic_scaffold_16_pilon.94,0.543796558
9817,17.02801249,1.825316972,1.536357285,1.188081047,0.23480148,0.543796558,Hol_evm.model.scaffold15598.8,PREDICTED: uncharacterized protein LOC108558243,Dcor_evm.model.hic_scaffold_3_pilon.241,0.543796558
11472,1717.342121,0.677302589,0.57005798,1.1881293,0.234782472,0.543796558,Hol_evm.model.scaffold18959.1,Group XIIA secretory phospholipase A2,Dcor_evm.model.hic_scaffold_1_pilon.1023,0.543796558
1232,30.84935632,1.196863247,1.008165605,1.187169291,0.235160851,0.544516837,Hol_evm.model.scaffold01591.3,-,NA,0.544516837
10678,1271.564613,-0.75021206,0.632090156,-1.186875089,0.235276895,0.54467351,Hol_evm.model.scaffold17404.3,Calcium-binding protein E63-1,Dcor_evm.model.hic_scaffold_3_pilon.403,0.54467351
2705,150.5769997,-0.807573194,0.680650037,-1.186473445,0.235435382,0.54483864,Hol_evm.model.scaffold03644.5,Digestive organ expansion factor homolog,Dcor_evm.model.hic_scaffold_9_pilon.869,0.54483864
4327,50.83965373,1.308771868,1.103213946,1.186326435,0.235493411,0.54483864,Hol_evm.model.scaffold05851.3,NTPCR,NA,0.54483864
6603,14.02156089,1.582935452,1.334302203,1.186339533,0.235488241,0.54483864,Hol_evm.model.scaffold09742.1,INSRR,NA,0.54483864
1262,516.0540372,0.795648708,0.6710636,1.185653206,0.235759281,0.545121465,Hol_evm.model.scaffold01614.2,-,NA,0.545121465
4702,1960.859121,0.629751309,0.531144779,1.185649063,0.235760918,0.545121465,Hol_evm.model.scaffold06530.7,-,NA,0.545121465
10080,749.7249071,-0.823336104,0.694408768,-1.185664903,0.23575466,0.545121465,Hol_evm.model.scaffold16042.1,SCRB3,NA,0.545121465
1800,452.2190608,0.781363059,0.659247983,1.1852339,0.23592498,0.545245616,Hol_evm.model.scaffold02361.1,phosphatase inhibitor-domain-containing protein,Dcor_evm.model.hic_scaffold_7_pilon.906,0.545245616
3165,47.04700867,-1.520367212,1.282852747,-1.18514554,0.235959908,0.545245616,Hol_evm.model.scaffold04243.1,unc-17,NA,0.545245616
9484,348.9316367,0.657340959,0.554571087,1.185314152,0.23589326,0.545245616,Hol_evm.model.scaffold15114.13,uncharacterized protein LOC111426654 isoform X2,Dcor_evm.model.hic_scaffold_1_pilon.203,0.545245616
8730,330.0882768,-0.806608841,0.68067044,-1.185021111,0.2360091,0.545247373,Hol_evm.model.scaffold13539.1,NA,NA,0.545247373
5393,1706.683442,0.757426255,0.639330923,1.184717064,0.236129333,0.54541322,Hol_evm.model.scaffold07814.1,ATP-binding cassette sub-family G member 1,Dcor_evm.model.hic_scaffold_5_pilon.320,0.54541322
6295,282.8018587,0.884363404,0.747028359,1.18384181,0.236475688,0.54587724,Hol_evm.model.scaffold09103.1,NA,NA,0.54587724
10096,22.76028525,1.248014905,1.05418357,1.183868674,0.236465052,0.54587724,Hol_evm.model.scaffold16107.5,"Methionine--tRNA ligase, mitochondrial ",Dcor_evm.model.hic_scaffold_3_pilon.1295,0.54587724
10568,153.3316454,-2.624344365,2.21673446,-1.183878544,0.236461145,0.54587724,Hol_evm.model.scaffold17253.1,KLHL17,NA,0.54587724
61,1008.574901,-0.714008928,0.603597279,-1.182922709,0.236839781,0.54588183,Hol_evm.model.scaffold00045.7,RING finger and CHY zinc finger domain-containing protein 1,Dcor_evm.model.hic_scaffold_9_pilon.1857,0.54588183
7067,388.9302466,0.741963599,0.626904134,1.183535982,0.236596795,0.54588183,Hol_evm.model.scaffold10691.1,NA,NA,0.54588183
7821,140.7520536,-0.760524895,0.642767399,-1.183203903,0.236728347,0.54588183,Hol_evm.model.scaffold11769.2,Ephrin-B2a,Dcor_evm.model.hic_scaffold_8_pilon.568,0.54588183
8122,33.43226768,-1.151566744,0.973231582,-1.183240212,0.23671396,0.54588183,Hol_evm.model.scaffold12295.2,"PREDICTED: uncharacterized protein LOC108565746, partial",Dcor_evm.model.hic_scaffold_10_pilon.769,0.54588183
8681,146.9541726,-1.0600831,0.89611872,-1.182971716,0.236820357,0.54588183,Hol_evm.model.scaffold13456.9,Peroxisomal acyl-coenzyme A oxidase 3,Dcor_evm.model.hic_scaffold_3_pilon.422,0.54588183
9234,116.1787732,0.96480628,0.815553078,1.183008568,0.236805752,0.54588183,Hol_evm.model.scaffold14580.13,DNA primase large subunit,Dcor_evm.model.hic_scaffold_7_pilon.859,0.54588183
10130,28.56208599,1.282399014,1.084210829,1.182794877,0.236890451,0.54588183,Hol_evm.model.scaffold16232.1,NA,NA,0.54588183
10437,18.42556226,1.753356877,1.482459251,1.182735294,0.236914072,0.54588183,Hol_evm.model.scaffold16913.10,HemK methyltransferase family member 1,Dcor_evm.model.hic_scaffold_5_pilon.1328,0.54588183
11264,42.23107509,-1.548438389,1.308988948,-1.182927015,0.236838074,0.54588183,Hol_evm.model.scaffold18606.9,Sodium-coupled monocarboxylate transporter 2,Dcor_evm.model.hic_scaffold_16_pilon.133,0.54588183
7899,46.42782028,1.057441411,0.894505384,1.182152092,0.237145358,0.546302934,Hol_evm.model.scaffold11911.4,-,NA,0.546302934
4716,289.0081815,0.778662418,0.65907589,1.181445763,0.237425687,0.546836823,Hol_evm.model.scaffold06535.3,WD repeat-containing protein 48 homolog,Dcor_evm.model.hic_scaffold_5_pilon.91,0.546836823
3641,445.8343793,-0.69624506,0.589410104,-1.181257422,0.237500476,0.54689719,Hol_evm.model.scaffold04941.4,-,NA,0.54689719
8964,1535.789933,-0.902161293,0.763826322,-1.181107886,0.237559868,0.546922084,Hol_evm.model.scaffold14021.1,"PREDICTED: poly(A) RNA polymerase, mitochondrial isoform X1",Dcor_evm.model.hic_scaffold_9_pilon.1480,0.546922084
4,1433.532406,-1.249005211,1.057673667,-1.180898466,0.237643061,0.54697157,Hol_evm.model.scaffold00020.1,PREDICTED: uncharacterized protein LOC664490,Dcor_evm.model.hic_scaffold_9_pilon.1806,0.54697157
3179,6083.445399,-0.682234219,0.577811179,-1.180721739,0.237713283,0.54697157,Hol_evm.model.scaffold04251.3,Growth hormone-inducible transmembrane protein,Dcor_evm.model.hic_scaffold_7_pilon.43,0.54697157
9081,1455.139543,-0.633863374,0.536859824,-1.180686925,0.237727118,0.54697157,Hol_evm.model.scaffold14274.4,Oxysterol-binding protein 2,Dcor_evm.model.hic_scaffold_44_pilon.19,0.54697157
6191,33.84285992,-1.494151189,1.265686822,-1.180506238,0.237798931,0.547025003,Hol_evm.model.scaffold08965.1,Coiled-coil domain-containing protein 42,Dcor_evm.model.hic_scaffold_2_pilon.160,0.547025003
1275,150.7263378,-0.990480754,0.839213284,-1.180249136,0.237901141,0.547148325,Hol_evm.model.scaffold01616.1,Forkhead box protein P4,Dcor_evm.model.hic_scaffold_8_pilon.361,0.547148325
429,605.8285811,0.770110417,0.653625757,1.178213082,0.238711669,0.547615006,Hol_evm.model.scaffold00507.1,-,NA,0.547615006
1347,805.2530842,0.716578758,0.607776166,1.179017536,0.238391193,0.547615006,Hol_evm.model.scaffold01705.4,PREDICTED: growth arrest and DNA damage-inducible proteins-interacting protein 1,Dcor_evm.model.hic_scaffold_10_pilon.927,0.547615006
1997,132.7366389,0.816374336,0.693071988,1.177906986,0.23883369,0.547615006,Hol_evm.model.scaffold02679.1,DNA-binding protein SMUBP-2,Dcor_evm.model.hic_scaffold_6_pilon.266,0.547615006
2082,223.4925003,0.965684187,0.818919144,1.17921799,0.238311384,0.547615006,Hol_evm.model.scaffold02789.7,Regulation of nuclear pre-mRNA domain-containing protein 1B,Dcor_evm.model.hic_scaffold_6_pilon.1512,0.547615006
2403,2442.963361,0.641946149,0.544987029,1.177910876,0.238832139,0.547615006,Hol_evm.model.scaffold03297.5,Proteasome subunit beta type-2,Dcor_evm.model.hic_scaffold_9_pilon.1739,0.547615006
2574,186.7343463,0.944107115,0.80103643,1.178606964,0.238554717,0.547615006,Hol_evm.model.scaffold03468.20,AREL1,NA,0.547615006
2710,17.98187403,1.235277097,1.047827122,1.17889399,0.238440391,0.547615006,Hol_evm.model.scaffold03645.1,NA,NA,0.547615006
3987,663.4156235,-0.842392988,0.714642963,-1.178760627,0.238493506,0.547615006,Hol_evm.model.scaffold05385.3,HGS,NA,0.547615006
5888,127.4810657,0.830522363,0.704884613,1.178238746,0.23870144,0.547615006,Hol_evm.model.scaffold08476.2,"Beta-1,3-galactosyltransferase 1",Dcor_evm.model.hic_scaffold_9_pilon.38,0.547615006
6314,243.4991431,-0.825505,0.700472021,-1.178498178,0.238598058,0.547615006,Hol_evm.model.scaffold09131.1,GRB14,NA,0.547615006
6475,1182.915843,-0.669365565,0.568213465,-1.17801778,0.238789518,0.547615006,Hol_evm.model.scaffold09527.1,Fatty-acid amide hydrolase 2-B,Dcor_evm.model.hic_scaffold_4_pilon.1170,0.547615006
8064,1657.900155,-0.774374516,0.657101271,-1.17847058,0.238609054,0.547615006,Hol_evm.model.scaffold12196.7,Vacuolar protein sorting-associated protein 4B,Dcor_evm.model.hic_scaffold_6_pilon.1040,0.547615006
8083,553.5392894,0.756065148,0.641741329,1.178146261,0.238738302,0.547615006,Hol_evm.model.scaffold12233.3,PREDICTED: protein dpy-30 homolog,Dcor_evm.model.hic_scaffold_5_pilon.599,0.547615006
9394,214.377249,0.856830196,0.727281138,1.178127894,0.238745623,0.547615006,Hol_evm.model.scaffold14916.1,-,NA,0.547615006
9790,340.9015859,0.795565006,0.675353909,1.177997188,0.238797727,0.547615006,Hol_evm.model.scaffold15534.3,"translation initiation factor IF-3, mitochondrial",Dcor_evm.model.hic_scaffold_5_pilon.1273,0.547615006
7702,180.9276165,0.846935938,0.719167401,1.177661748,0.238931482,0.547727679,Hol_evm.model.scaffold11622.8,UPF0587 protein CG4646,Dcor_evm.model.hic_scaffold_5_pilon.622,0.547727679
6556,558.3148315,-0.752578399,0.639190907,-1.177392217,0.239038995,0.547862583,Hol_evm.model.scaffold09659.4,MCCC1,NA,0.547862583
1058,510.4182005,0.667874697,0.567477267,1.176918858,0.239227894,0.548071197,Hol_evm.model.scaffold01391.7,Transmembrane protein 230,Dcor_evm.model.contig_49_pilon.5,0.548071197
1228,138.5340287,-0.926087498,0.787130194,-1.17653662,0.239380508,0.548071197,Hol_evm.model.scaffold01589.3,U4/U6.U5 tri-snRNP-associated protein 2,Dcor_evm.model.hic_scaffold_6_pilon.122,0.548071197
1629,18.0115017,-1.453925732,1.235869801,-1.176439242,0.239419398,0.548071197,Hol_evm.model.scaffold02082.7,PREDICTED: uncharacterized protein LOC664518,Dcor_evm.model.hic_scaffold_9_pilon.1091,0.548071197
5002,184.6785297,-0.869212542,0.738774115,-1.176560635,0.239370917,0.548071197,Hol_evm.model.scaffold07172.2,Protein lethal(2)denticleless,Dcor_evm.model.hic_scaffold_5_pilon.1012,0.548071197
8559,53.94355555,0.858063698,0.72938733,1.17641706,0.239428258,0.548071197,Hol_evm.model.scaffold13127.2,Fatty acyl-CoA reductase 1,Dcor_evm.model.hic_scaffold_2_pilon.111,0.548071197
8632,74.02291373,1.138684809,0.967693114,1.176700332,0.239315135,0.548071197,Hol_evm.model.scaffold13319.1,-,NA,0.548071197
9449,1664.069357,0.728524793,0.619330316,1.176310564,0.239470796,0.548071197,Hol_evm.model.scaffold15036.7,ACADSB,NA,0.548071197
846,674.5786648,-0.717403052,0.610075622,-1.175924796,0.239624929,0.548201067,Hol_evm.model.scaffold01067.3,PREDICTED: formin-binding protein 4-like,Dcor_evm.model.hic_scaffold_4_pilon.1067,0.548201067
6478,115.2473747,0.952229007,0.809756475,1.175944912,0.23961689,0.548201067,Hol_evm.model.scaffold09533.2,-,NA,0.548201067
1397,527.9309098,-0.721770911,0.613993007,-1.175536044,0.239780326,0.548286999,Hol_evm.model.scaffold01754.1,GLYR1,NA,0.548286999
2968,211.9848931,-0.962956294,0.819199539,-1.17548442,0.239800967,0.548286999,Hol_evm.model.scaffold04009.1,Adenylate cyclase type 9,Dcor_evm.model.hic_scaffold_6_pilon.4,0.548286999
5628,34.40045756,-1.25142218,1.06461853,-1.175465337,0.239808597,0.548286999,Hol_evm.model.scaffold08144.6,"Beta-1,4-glucuronyltransferase 1",Dcor_evm.model.hic_scaffold_10_pilon.559,0.548286999
4428,23.44006732,-1.160984862,0.988185056,-1.174865836,0.240048396,0.548723825,Hol_evm.model.scaffold05992.32,uncharacterized protein BDFB_006133,Dcor_evm.model.hic_scaffold_1_pilon.653,0.548723825
2997,359.3428281,0.68851197,0.586184484,1.174565326,0.240168662,0.548790999,Hol_evm.model.scaffold04034.8,Activating signal cointegrator 1 complex subunit 2,Dcor_evm.model.hic_scaffold_1_pilon.326,0.548790999
10619,178.3299482,0.693447449,0.590394751,1.174548805,0.240175276,0.548790999,Hol_evm.model.scaffold17322.6,-,NA,0.548790999
3813,12.61056638,1.34763825,1.147861954,1.174042092,0.240378166,0.54914314,Hol_evm.model.scaffold05183.4,PREDICTED: major royal jelly protein 1,Dcor_evm.model.hic_scaffold_1_pilon.49,0.54914314
10688,62.33306947,1.41457118,1.205172711,1.173749759,0.240495273,0.549299206,Hol_evm.model.scaffold17423.2,Lysine-specific histone demethylase 1A,Dcor_evm.model.hic_scaffold_4_pilon.595,0.549299206
9743,29.72491981,-1.617343262,1.378709719,-1.173084689,0.240761846,0.549796524,Hol_evm.model.scaffold15402.1,NA,NA,0.549796524
6467,1160.317555,-0.884776349,0.754359862,-1.17288365,0.240842467,0.549869092,Hol_evm.model.scaffold09491.16,Organic cation transporter protein,Dcor_evm.model.hic_scaffold_10_pilon.1125,0.549869092
2885,964.5222242,-0.762952215,0.650732728,-1.172450965,0.241016048,0.550048471,Hol_evm.model.scaffold03905.4,PREDICTED: uncharacterized protein LOC108564629,Dcor_evm.model.hic_scaffold_16_pilon.181,0.550048471
8421,37.42462244,0.982039512,0.837600194,1.172444227,0.241018752,0.550048471,Hol_evm.model.scaffold12789.1,-,NA,0.550048471
1318,123.3690913,0.774022009,0.66034308,1.172151314,0.241136311,0.550205228,Hol_evm.model.scaffold01661.11,Methyltransferase-like protein 22,Dcor_evm.model.hic_scaffold_64_pilon.46,0.550205228
4799,650.8934952,-0.870616557,0.743103122,-1.171595881,0.241359343,0.550602529,Hol_evm.model.scaffold06685.1,zinc finger CCCH domain-containing protein 15 homolog,Dcor_evm.model.hic_scaffold_6_pilon.1479,0.550602529
5665,6285.854344,0.761115658,0.649778387,1.171346529,0.241459516,0.550719455,Hol_evm.model.scaffold08180.2,Cytochrome b5,Dcor_evm.model.hic_scaffold_10_pilon.205,0.550719455
6002,2274.240806,-0.767201975,0.655294424,-1.170774459,0.241689447,0.551132224,Hol_evm.model.scaffold08645.6,Non-specific lipid-transfer protein,Dcor_evm.model.hic_scaffold_8_pilon.291,0.551132224
2275,95.45926962,-1.060771715,0.906268708,-1.170482556,0.24180683,0.551176613,Hol_evm.model.scaffold03060.2,Cytochrome P450 6k1,Dcor_evm.model.hic_scaffold_7_pilon.394,0.551176613
5516,36.48431689,-1.144889608,0.978085391,-1.170541569,0.241783096,0.551176613,Hol_evm.model.scaffold07962.6,Zinc finger protein basonuclin-2,Dcor_evm.model.hic_scaffold_8_pilon.214,0.551176613
1735,1072.328722,0.63496804,0.542856052,1.169680319,0.242129641,0.551360629,Hol_evm.model.scaffold02227.23,hypothetical protein,Dcor_evm.model.hic_scaffold_1_pilon.975,0.551360629
2515,31.81103759,1.472899636,1.259633053,1.1693085,0.24227936,0.551360629,Hol_evm.model.scaffold03405.13,-,NA,0.551360629
4731,319.3568138,-1.039987001,0.889161062,-1.169627241,0.24215101,0.551360629,Hol_evm.model.scaffold06591.3,IWS1,NA,0.551360629
4967,641.1658529,0.643999999,0.550721124,1.16937588,0.242252223,0.551360629,Hol_evm.model.scaffold07062.1,PREDICTED: probable RNA polymerase II nuclear localization protein SLC7A6OS,Dcor_evm.model.hic_scaffold_7_pilon.1339,0.551360629
6107,14.78984615,1.581777356,1.352538411,1.169487937,0.242207099,0.551360629,Hol_evm.model.scaffold08799.5,Paired box protein Pax-2-A,Dcor_evm.model.hic_scaffold_6_pilon.274,0.551360629
6336,454.4658261,-0.917986934,0.784556989,-1.170070432,0.241972626,0.551360629,Hol_evm.model.scaffold09181.1,Polymerase delta-interacting protein 2,Dcor_evm.model.hic_scaffold_2_pilon.526,0.551360629
8306,857.3872431,-0.754044452,0.644732096,-1.169546943,0.242183339,0.551360629,Hol_evm.model.scaffold12581.9,"Beta-1,3-galactosyltransferase 5",Dcor_evm.model.hic_scaffold_8_pilon.401,0.551360629
8990,5672.698797,-0.618544956,0.528894387,-1.169505617,0.242199979,0.551360629,Hol_evm.model.scaffold14114.2,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Fragment)",Dcor_evm.model.hic_scaffold_13_pilon.113,0.551360629
4305,70.55062763,1.051067332,0.899186636,1.168908979,0.242440306,0.551503932,Hol_evm.model.scaffold05793.1,-,NA,0.551503932
10744,52.95784552,1.092288353,0.934446299,1.168915062,0.242437854,0.551503932,Hol_evm.model.scaffold17617.1,uncharacterized protein LOC114252588,Dcor_evm.model.hic_scaffold_48_pilon.10,0.551503932
2307,971.1558372,0.625795533,0.535857242,1.167840021,0.242871302,0.552164793,Hol_evm.model.scaffold03152.7,Exosome complex component RRP43,Dcor_evm.model.hic_scaffold_5_pilon.254,0.552164793
2679,37.23916867,-0.985528335,0.843967215,-1.167732961,0.242914497,0.552164793,Hol_evm.model.scaffold03601.3,zinc finger protein 358-like,Dcor_evm.model.hic_scaffold_3_pilon.1195,0.552164793
5177,257.8321911,-0.789950708,0.676556424,-1.167605066,0.242966106,0.552164793,Hol_evm.model.scaffold07472.8,PREDICTED: putative uncharacterized protein DDB_G0274435 isoform X2,Dcor_evm.model.hic_scaffold_6_pilon.320,0.552164793
9248,573.599118,-0.747424848,0.639989542,-1.167870409,0.242859042,0.552164793,Hol_evm.model.scaffold14606.1,Large subunit GTPase 1 homolog,Dcor_evm.model.scaffold5033_size1154.1,0.552164793
9353,387.4668577,0.722673681,0.619014238,1.167458899,0.243025097,0.552164793,Hol_evm.model.scaffold14834.2,AH receptor-interacting protein,Dcor_evm.model.hic_scaffold_6_pilon.1700,0.552164793
9635,231.9003357,0.819649228,0.702016345,1.167564309,0.242982554,0.552164793,Hol_evm.model.scaffold15240.18,CENPE,NA,0.552164793
685,446.3365932,0.911295847,0.78094939,1.166907688,0.243247651,0.552210208,Hol_evm.model.scaffold00915.13,JNK1/MAPK8-associated membrane protein,Dcor_evm.model.hic_scaffold_9_pilon.242,0.552210208
3016,1817.739783,-0.876222749,0.750960958,-1.166802001,0.243290339,0.552210208,Hol_evm.model.scaffold04066.5,Anoctamin-1,Dcor_evm.model.hic_scaffold_5_pilon.555,0.552210208
7870,45.25590201,-1.194959845,1.024102431,-1.166836254,0.243276503,0.552210208,Hol_evm.model.scaffold11892.2,HNRNPC,NA,0.552210208
8470,828.1974741,-0.770086941,0.659950787,-1.166885406,0.24325665,0.552210208,Hol_evm.model.scaffold12881.3,E3 SUMO-protein ligase PIAS3,Dcor_evm.model.hic_scaffold_9_pilon.1704,0.552210208
10921,12050.41887,0.657160947,0.563109191,1.167022236,0.24320139,0.552210208,Hol_evm.model.scaffold17916.4,Isocitrate dehydrogenase cytoplasmic,Dcor_evm.model.hic_scaffold_3_pilon.281,0.552210208
639,197.7180411,-0.758139321,0.649902803,-1.166542623,0.243395126,0.552225379,Hol_evm.model.scaffold00826.3,"ADP-ribose pyrophosphatase, mitochondrial",Dcor_evm.model.hic_scaffold_1_pilon.967,0.552225379
2443,31.33704296,3.543763607,3.037790579,1.166559549,0.243388287,0.552225379,Hol_evm.model.scaffold03327.1,-,NA,0.552225379
